2022-01-10,-0.5838443867382063,-0.5838443867382065,-1.8788473071394374,-1.878847307139438,-2.6108194456516007,-2.6108194456516007,-2.6108194456516016,-2.120844865996376,-2.1208448659963755,-2.874311824714881,-2.8743118247148804,-2.344888650635437,-2.344888650635437,-2.3448886506354376,-2.035313533271576,-2.035313533271577,0.18979541457609014,0.18979541457609017,0.18979541457609023,0.1897954145760901,-0.018444681904495327,-0.018444681904495323,-0.018444681904495327,0.31604636821046894,0.31604636821046916,-0.08831059023511628,-0.08831059023511627,-0.08831059023511624,-0.08831059023511631,-0.08831059023511621,-0.08831059023511631,-0.08831059023511631,-0.0883105902351163,-0.08831059023511632,-0.08831059023511634,0.8469796068846169,0.8175332600024102,0.3644161533134347,0.3644161533134347,1.1358979226001042,1.1358979226001034,1.1358979226001042,1.1358979226001038,1.1358979226001034,1.1358979226001038,0.9893338043236607,0.9893338043236606,0.989333804323661,1.0169691100497755,1.3540565630643193,1.3540565630643195,1.3540565630643193,1.354056563064319,1.3540565630643193,1.3540565630643193,1.354056563064319,1.3540565630643193,1.354056563064319,1.3540565630643193,1.3540565630643195,1.3540565630643193,1.3540565630643193,1.3540565630643189,1.3540565630643193,1.354056563064319,1.3540565630643193,1.3540565630643193,1.3540565630643195,1.3540565630643198,1.3540565630643193,1.3540565630643193,1.3540565630643193,1.3540565630643193,1.3540565630643193,1.3540565630643195,1.3540565630643193,1.3540565630643193,1.354056563064319,1.3540565630643198,1.3540565630643193,1.3540565630643195,1.3540565630643193,1.3540565630643195,1.3540565630643195
2022-01-11,-0.9602327327179391,-0.9602327327179395,-2.2483167525629835,-2.2483167525629844,-2.9794913782420855,-2.979491378242086,-2.9794913782420864,-2.4898062503631757,-2.4898062503631757,-3.243233469002628,-3.243233469002627,-2.7135954476589665,-2.7135954476589665,-2.7135954476589674,-2.4044267394758054,-2.4044267394758063,-0.19421446607256732,-0.19421446607256734,-0.19421446607256743,-0.19421446607256726,-0.4001389199794865,-0.40013891997948636,-0.4001389199794865,-0.06946365746491356,-0.0694636574649136,-0.4692718756227853,-0.4692718756227852,-0.4692718756227851,-0.46927187562278544,-0.46927187562278494,-0.46927187562278544,-0.46927187562278544,-0.4692718756227854,-0.46927187562278555,-0.4692718756227856,0.4543532021414842,0.4253361267625364,-0.021687992519609473,-0.021687992519609473,0.7388407843525482,0.7388407843525479,0.7388407843525483,0.7388407843525481,0.7388407843525479,0.7388407843525481,0.7388407843525482,0.7388407843525481,0.7388407843525483,1.3902443051376554,1.7254686048245986,1.7254686048245989,1.7254686048245986,1.7254686048245984,1.7254686048245986,1.7254686048245986,1.7254686048245984,1.7254686048245986,1.7254686048245984,1.7254686048245986,1.7254686048245989,1.7254686048245986,1.7254686048245986,1.7254686048245982,1.7254686048245986,1.7254686048245984,1.7254686048245986,1.7254686048245986,1.7254686048245989,1.725468604824599,1.7254686048245986,1.7254686048245986,1.7254686048245986,1.7254686048245986,1.7254686048245986,1.7254686048245989,1.7254686048245986,1.7254686048245986,1.7254686048245984,1.725468604824599,1.7254686048245986,1.7254686048245989,1.7254686048245986,1.7254686048245989,1.7254686048245989
2022-01-12,-0.8787357967239683,-0.8787357967239686,-2.168257898509817,-2.1682578985098178,-2.899578232622267,-2.899578232622267,-2.899578232622268,-2.4098480533208124,-2.409848053320812,-3.163257381214867,-3.1632573812148665,-2.633684117057226,-2.6336841170572263,-2.6336841170572267,-2.3244389203727027,-2.324438920372704,-0.1111139872168136,-0.1111139872168136,-0.11111398721681366,-0.11111398721681356,-0.3175262814239972,-0.3175262814239971,-0.3175262814239972,0.01395303536345312,0.01395303536345313,-0.3868135628458971,-0.386813562845897,-0.3868135628458969,-0.3868135628458972,-0.3868135628458968,-0.22270313964016852,-0.2227031396401685,-0.22270313964016847,-0.22270313964016855,-0.2227031396401686,0.7036726514354971,0.6745298905970483,0.2258927777405341,0.2258927777405341,0.9895290509449323,0.9895290509449317,0.9895290509449324,0.9895290509449322,0.9895290509449318,0.9895290509449322,0.9895290509449323,0.9895290509449322,0.9895290509449326,1.6450112091405276,1.6450112091405278,1.6450112091405282,1.6450112091405278,1.6450112091405276,1.6450112091405278,1.6450112091405278,1.6450112091405276,1.6450112091405278,1.6450112091405276,1.6450112091405278,1.6450112091405282,1.6450112091405278,1.6450112091405278,1.6450112091405273,1.6450112091405278,1.6450112091405276,1.6450112091405278,1.6450112091405278,1.6450112091405282,1.6450112091405285,1.6450112091405278,1.6450112091405278,1.6450112091405278,1.6450112091405278,1.6450112091405278,1.6450112091405282,1.6450112091405278,1.6450112091405278,1.6450112091405276,1.6450112091405285,1.6450112091405278,1.6450112091405282,1.6450112091405278,1.6450112091405282,1.6450112091405282
2022-01-13,0.020500864670441554,0.020500864670441564,-1.234565104441179,-1.2345651044411794,-1.938248487173509,-1.9382484871735093,-1.93824848717351,-1.467684295330713,-1.467684295330713,-2.1904887647550617,-2.190488764755061,-1.683093595833557,-1.6830935958335573,-1.6830935958335576,-1.3853436806436463,-1.3853436806436468,0.7760421727497817,0.7760421727497818,0.7760421727497822,0.7760421727497816,0.5722682680755895,0.5722682680755894,0.5722682680755896,0.89972780305308,0.8997278030530804,-0.5154893060432748,-0.5154893060432747,-0.5154893060432746,-0.5154893060432748,-0.5154893060432744,-0.3537821176397104,-0.3537821176397104,-0.35378211763971035,-0.35378211763971046,-0.3537821176397105,0.5582254121869323,0.5295570853395081,0.088034028583048,0.088034028583048,0.088034028583048,0.08803402858304793,0.088034028583048,0.08803402858304797,0.08803402858304794,0.08803402858304797,0.088034028583048,0.08803402858304799,0.08803402858304801,0.7274677932793213,0.7274677932793213,0.7274677932793215,0.7274677932793214,0.7274677932793213,0.7274677932793213,0.7274677932793213,0.7274677932793213,0.7274677932793213,0.7274677932793212,0.7274677932793214,0.7274677932793214,0.7274677932793214,0.7274677932793214,0.7274677932793212,0.7274677932793214,0.7274677932793212,0.7274677932793213,0.7274677932793214,0.7274677932793215,0.7274677932793215,0.7274677932793214,0.7274677932793213,0.7274677932793214,0.7274677932793213,0.7274677932793213,0.7274677932793215,0.7274677932793214,0.7274677932793214,0.7274677932793213,0.7274677932793215,0.7274677932793213,0.7274677932793215,0.7274677932793214,0.7274677932793215,0.7274677932793215
2022-01-14,-0.23457518788542223,-0.23457518788542228,-1.4925622067144275,-1.492562206714428,-2.200042458276555,-2.2000424582765556,-2.200042458276556,-1.7267656628590433,-1.726765662859043,-2.4540277515327555,-2.454027751532755,-1.9433294086481545,-1.943329408648155,-1.9433294086481552,-1.644022515648852,-1.6440225156488524,0.5203743494130472,0.5203743494130472,0.5203743494130474,0.5203743494130469,0.31693335388929333,0.3169333538892933,0.31693335388929333,0.6437954787559773,0.6437954787559776,-0.7712141081286519,-0.7712141081286518,-0.7712141081286515,-0.771214108128652,-0.7712141081286513,-0.6092175282087119,-0.6092175282087119,-0.6092175282087118,-0.6092175282087121,-0.6092175282087121,0.3029087260169485,0.27427572448621185,-0.16702327635059896,-0.16702327635059896,-0.16702327635059894,-0.16702327635059883,-0.16702327635059896,-0.16702327635059894,-0.16702327635059885,-0.16702327635059894,-0.16702327635059896,-0.16702327635059894,-0.167023276350599,0.4718909460651404,0.4718909460651405,0.47189094606514054,0.47189094606514054,0.4718909460651404,0.4718909460651405,0.4718909460651405,0.4718909460651404,0.7259096250729645,0.7259096250729644,0.7259096250729647,0.7259096250729647,0.7259096250729647,0.7259096250729647,0.7259096250729644,0.7259096250729647,0.7259096250729644,0.7259096250729645,0.7259096250729647,0.7259096250729647,0.7259096250729647,0.7259096250729647,0.7259096250729646,0.7259096250729647,0.7259096250729646,0.7259096250729645,0.7259096250729647,0.7259096250729647,0.7259096250729647,0.7259096250729645,0.7259096250729649,0.7259096250729646,0.7259096250729647,0.7259096250729647,0.7259096250729647,0.7259096250729647
2022-01-18,0.06587644891848768,0.06587644891848769,-1.1557287649483934,-1.1557287649483938,-1.8398461530189165,-1.839846153018917,-1.8398461530189174,-1.3824468196583417,-1.3824468196583415,-2.0848774994142136,-2.084877499414213,-1.5918726565361212,-1.5918726565361214,-1.5918726565361216,-1.3023756056635893,-1.3023756056635896,0.801742464328554,0.8017424643285541,0.8017424643285543,0.8017424643285538,0.6032610707959662,0.6032610707959661,0.6032610707959664,0.9222171331603153,0.9222171331603158,-0.4559932031957075,-0.4559932031957075,-0.4559932031957074,-0.45599320319570763,-0.4559932031957073,-0.29856730344424426,-0.29856730344424426,-0.29856730344424426,-0.29856730344424437,-0.2985673034442444,0.5895831580576116,0.5616599751359411,0.1316428869258516,0.13164288692585158,0.13164288692585158,0.13164288692585152,0.13164288692585163,0.13164288692585158,0.13164288692585152,0.13164288692585158,0.1316428869258516,0.13164288692585158,0.13164288692585163,0.754429278828959,-0.2338454507987617,-0.23384545079876173,-0.2338454507987617,-0.23384545079876168,-0.2338454507987617,-0.23384545079876168,-0.23384545079876168,0.012987156994945044,0.012987156994945043,0.012987156994945046,0.012987156994945046,0.012987156994945046,0.012987156994945046,0.012987156994945043,0.012987156994945046,0.012987156994945043,0.012987156994945044,0.012987156994945046,0.012987156994945048,0.012987156994945048,0.012987156994945046,0.012987156994945044,0.012987156994945046,0.012987156994945044,0.012987156994945044,0.012987156994945048,0.012987156994945046,0.012987156994945046,0.012987156994945044,0.012987156994945048,0.012987156994945044,0.012987156994945048,0.012987156994945046,0.012987156994945048,0.012987156994945048
2022-01-19,0.13320969685536416,0.13320969685536418,-1.0840195482730326,-1.084019548273033,-1.7651062164913616,-1.7651062164913618,-1.7651062164913622,-1.309781478539699,-1.3097814785396988,-2.008943696001808,-2.0089436960018077,-1.5182819405116992,-1.5182819405116996,-1.5182819405116998,-1.2300533165254093,-1.2300533165254095,0.8670302031007847,0.8670302031007848,0.867030203100785,0.8670302031007846,0.6690591190248775,0.6690591190248774,0.6690591190248776,0.987209666044379,0.9872096660443795,-0.386946076051528,-0.3869460760515279,-0.38694607605152787,-0.3869460760515281,-0.38694607605152775,-0.23006097032613715,-0.23006097032613712,-0.23006097032613712,-0.23006097032613718,-0.23006097032613723,0.655417482286917,0.6275688032599956,0.19877596490551772,0.1987759649055177,0.19877596490551766,0.19877596490551758,0.19877596490551772,0.19877596490551766,0.19877596490551758,0.19877596490551763,0.1987759649055177,0.19877596490551766,0.19877596490551774,0.8198359427856045,-0.1655554352336719,-0.16555543523367192,-0.1655554352336719,-0.1655554352336719,-0.1655554352336719,-0.1655554352336719,-0.1655554352336719,0.08048391254310568,0.08048391254310566,0.08048391254310568,0.08048391254310568,0.08048391254310568,0.08048391254310568,0.08048391254310566,0.08048391254310568,0.08048391254310566,0.08048391254310568,0.08048391254310568,0.08048391254310568,0.08048391254310568,0.08048391254310568,0.08048391254310568,0.08048391254310568,0.08048391254310568,0.08048391254310568,0.08048391254310568,0.08048391254310568,0.08048391254310568,0.08048391254310568,0.08048391254310569,0.08048391254310568,-0.3538839094624333,-0.35388390946243325,-0.3538839094624333,-0.3538839094624333
2022-01-20,0.41251264386305747,0.4125126438630575,-0.7933531539723054,-0.7933531539723057,-1.4658109382503564,-1.4658109382503566,-1.4658109382503568,-1.016440561022256,-1.016440561022256,-1.7061456845065535,-1.7061456845065532,-1.2223082416195836,-1.2223082416195838,-1.222308241619584,-0.9376777155804695,-0.9376777155804698,1.1418774198125021,1.1418774198125021,1.1418774198125026,1.141877419812502,0.9449361638351733,0.944936163835173,0.9449361638351733,1.2614929942439614,1.261492994243962,-0.10340717720693932,-0.10340717720693932,-0.10340717720693929,-0.10340717720693936,-0.10340717720693926,0.052104392461207044,0.05210439246120704,0.05210439246120704,0.05210439246120705,0.052104392461207065,0.9313701387859691,0.9036776846408546,0.4776091193442969,0.4776091193442968,0.4776091193442968,0.47760911934429656,0.4776091193442969,0.47760911934429673,0.47760911934429656,0.4776091193442967,0.4776091193442968,0.4776091193442968,0.47760911934429695,1.0949172281567372,0.1160693425611761,0.11606934256117611,0.11606934256117611,0.1160693425611761,0.1160693425611761,0.1160693425611761,0.1160693425611761,0.3601749831032452,0.3601749831032452,0.36017498310324525,0.36017498310324525,0.36017498310324525,0.36017498310324525,0.3601749831032452,0.36017498310324525,0.3601749831032452,0.3601749831032452,0.36017498310324525,0.36017498310324525,0.36017498310324525,0.36017498310324525,0.36017498310324525,0.36017498310324525,0.36017498310324525,0.3601749831032452,0.36017498310324525,0.36017498310324525,0.36017498310324525,0.3601749831032452,0.3601749831032453,0.36017498310324525,-0.07064142192627361,-0.07064142192627361,-0.07064142192627361,-0.07064142192627361
2022-01-21,0.8090145130174881,0.8090145130174882,-0.35600097232896366,-0.35600097232896377,-1.0024610141255301,-1.0024610141255301,-1.0024610141255303,-0.5707371768115865,-0.5707371768115864,-1.2328860195921425,-1.232886019592142,-0.7686600978095465,-0.7686600978095465,-0.7686600978095466,-0.4949530350436121,-0.4949530350436122,1.5168113255913287,1.516811325591329,1.5168113255913291,1.5168113255913283,1.3254823563803324,1.3254823563803317,1.3254823563803324,1.6330907967694284,1.6330907967694295,0.30972636835780365,0.30972636835780365,0.3097263683578036,0.30972636835780376,0.3097263683578035,0.4600973868973422,0.46009738689734214,0.46009738689734214,0.4600973868973422,0.4600973868973423,1.312308511199437,1.28541888369823,0.8720964531673565,0.8720964531673564,0.8720964531673564,0.872096453167356,0.8720964531673565,0.8720964531673563,0.8720964531673561,0.8720964531673562,0.8720964531673564,0.8720964531673564,0.8720964531673566,1.4711757292186707,0.521980329502301,0.5219803295023011,0.5219803295023011,0.521980329502301,0.521980329502301,0.521980329502301,0.521980329502301,0.7583098438425723,0.7583098438425722,0.7583098438425724,0.7583098438425724,0.7583098438425724,0.7583098438425724,0.7583098438425722,0.7583098438425724,0.7583098438425722,0.7583098438425723,0.7583098438425724,0.7583098438425724,0.7583098438425724,0.7583098438425724,0.7583098438425723,0.7583098438425724,0.7583098438425723,0.7583098438425723,0.7583098438425724,0.7583098438425724,0.7583098438425724,0.7583098438425723,0.7583098438425725,0.7583098438425723,0.34139965253318577,0.34139965253318577,0.34139965253318577,0.34139965253318577
2022-01-24,0.8837826114736088,0.8837826114736089,-0.28415344719577995,-0.28415344719578,-0.9317229552246289,-0.9317229552246289,-0.9317229552246291,-0.4992975076253993,-0.4992975076253992,-1.1624587895066574,-1.1624587895066572,-0.6975615509349121,-0.6975615509349122,-0.6975615509349123,-0.42337393748563423,-0.42337393748563434,1.5939653995057965,1.593965399505797,1.5939653995057972,1.5939653995057963,1.401944051707486,1.4019440517074855,1.401944051707486,1.7106831718454107,1.7106831718454116,0.38309364839468824,0.38309364839468824,0.3830936483946882,0.38309364839468835,0.38309364839468807,0.5338625805599064,0.5338625805599062,0.5338625805599062,0.5338625805599064,0.5338625805599065,1.388723841667798,1.3617400973705371,0.9470578992298988,0.9470578992298987,0.9470578992298985,0.9470578992298981,0.9470578992298988,0.9470578992298985,0.9470578992298981,0.9470578992298984,0.9470578992298987,0.9470578992298985,0.9470578992298989,1.5481614158037211,0.5959152406382128,0.5959152406382129,0.5959152406382128,0.5959152406382127,0.5959152406382128,0.5959152406382128,0.5959152406382127,0.8329252201729078,0.8329252201729078,0.8329252201729079,0.8329252201729079,0.8329252201729079,0.8329252201729079,0.8329252201729078,0.8329252201729079,0.8329252201729078,0.8329252201729078,0.8329252201729079,0.832925220172908,0.832925220172908,0.8329252201729079,0.8329252201729079,0.8329252201729079,0.8329252201729079,0.8329252201729078,0.832925220172908,0.8329252201729079,0.8329252201729079,0.8329252201729078,0.8329252201729082,0.8329252201729079,0.41484904721885624,0.4148490472188562,0.41484904721885624,0.41484904721885624
2022-01-25,1.1091736947905817,1.1091736947905817,-0.03763206258318411,-0.03763206258318412,-0.6718066539534018,-0.6718066539534018,-0.6718066539534021,-0.24846823181446276,-0.2484682318144627,-0.8974494661224184,-0.8974494661224183,-0.44263841746240623,-0.44263841746240623,-0.44263841746240634,-0.1740806701109045,-0.17408067011090453,1.8081729418277455,1.8081729418277457,1.8081729418277461,1.8081729418277452,1.6190627067260075,1.6190627067260073,1.619062706726008,1.923160088558856,1.9231600885588571,0.6170979555500837,0.6170979555500836,0.6170979555500835,0.6170979555500838,0.6170979555500834,0.765205998271216,0.7652059982712159,0.7652059982712159,0.765205998271216,0.7652059982712162,1.6060459028631404,1.5794785397889626,1.1714049378439382,1.171404937843938,1.171404937843938,1.1714049378439373,1.1714049378439382,1.1714049378439377,1.1714049378439375,1.1714049378439377,1.171404937843938,1.171404937843938,1.1714049378439382,1.763056070052981,0.8261806036277738,0.8261806036277739,0.8261806036277739,0.8261806036277737,0.8261806036277738,0.8261806036277738,0.8261806036277737,1.0591625044092534,1.0591625044092534,1.0591625044092539,1.0591625044092539,1.0591625044092539,1.0591625044092539,1.0591625044092534,1.0591625044092539,1.0591625044092534,1.0591625044092534,1.0591625044092539,1.0591625044092539,1.0591625044092539,1.0591625044092539,1.0591625044092536,1.0591625044092539,1.0591625044092536,1.0591625044092534,1.0591625044092539,1.0591625044092539,1.0591625044092539,1.0591625044092534,1.0591625044092539,1.0591625044092536,0.6482879681736348,0.6482879681736348,0.6482879681736348,0.6482879681736348
2022-01-26,1.0798219708449814,1.0798219708449814,-0.06714923272281481,-0.06714923272281483,-0.7016165729297476,-0.7016165729297476,-0.7016165729297478,-0.2780666614073305,-0.2780666614073305,-0.927398686108013,-0.9273986861080127,-0.4723258102449607,-0.4723258102449607,-0.4723258102449608,-0.2036486104102137,-0.20364861041021373,1.7786952667108418,1.778695266710842,1.7786952667108422,1.7786952667108413,1.589635966713501,1.5896359667135005,1.5896359667135012,1.8936453348897027,1.8936453348897038,0.5877321577515519,0.5877321577515519,0.5877321577515517,0.587732157751552,0.5877321577515515,0.7358533985176834,0.7358533985176832,0.7358533985176832,0.7358533985176834,0.7358533985176836,1.5766222091285769,1.550060879741396,1.142048935419951,1.142048935419951,1.1420489354199508,1.1420489354199503,1.1420489354199512,1.1420489354199508,1.1420489354199503,1.1420489354199508,1.142048935419951,1.1420489354199508,1.1420489354199512,1.733591681620547,0.7968311918661081,0.7968311918661082,0.7968311918661081,0.796831191866108,0.7968311918661081,0.7968311918661081,0.796831191866108,1.029813234560006,1.029813234560006,1.0298132345600062,1.0298132345600062,1.0298132345600062,1.0298132345600062,1.029813234560006,1.0298132345600062,1.029813234560006,1.029813234560006,1.0298132345600062,1.0298132345600062,1.0298132345600062,1.0298132345600062,1.029813234560006,1.0298132345600062,1.029813234560006,1.029813234560006,1.0298132345600062,1.0298132345600062,1.0298132345600062,1.029813234560006,1.0298132345600062,1.029813234560006,0.6189255926117017,0.6189255926117017,0.6189255926117017,0.6189255926117017
2022-01-27,1.2201431650896755,1.2201431650896755,0.07686952062387511,0.07686952062387513,-0.5545826257221615,-0.5545826257221615,-0.5545826257221618,-0.13312413318118924,-0.1331241331811892,-0.7791187108608103,-0.7791187108608102,-0.32646354793408505,-0.32646354793408505,-0.32646354793408516,-0.059040866838729916,-0.05904086683872993,1.9178252180947044,1.9178252180947049,1.9178252180947053,1.9178252180947042,1.7290107894673032,1.7290107894673028,1.7290107894673035,2.0326541583136075,2.032654158313609,0.7293694910132021,0.729369491013202,0.7293694910132019,0.7293694910132023,0.7293694910132016,0.8770524120884529,0.8770524120884526,0.8770524120884526,0.8770524120884529,0.8770524120884531,1.7160159845935592,1.6894941788510571,1.2822320577459017,1.2822320577459014,1.2822320577459014,1.2822320577459008,1.2822320577459017,1.2822320577459012,1.282232057745901,1.2822320577459012,1.2822320577459014,1.2822320577459014,1.2822320577459019,1.8727748840565024,0.9378603576359893,0.9378603576359896,0.9378603576359894,0.9378603576359893,0.9378603576359893,0.9378603576359893,0.9378603576359893,1.170249973705191,1.170249973705191,1.1702499737051912,1.1702499737051912,1.1702499737051912,1.1702499737051912,1.170249973705191,1.1702499737051912,1.170249973705191,1.170249973705191,1.1702499737051912,1.1702499737051915,1.1702499737051915,1.1702499737051912,1.1702499737051912,1.1702499737051912,1.1702499737051912,1.170249973705191,1.1702499737051915,1.1702499737051912,1.1702499737051912,1.170249973705191,1.1702499737051915,1.1702499737051912,0.7604675781094905,0.7604675781094905,0.7604675781094905,0.7604675781094905
2022-01-28,0.41355991272306875,0.41355991272306875,-0.6862766755014481,-0.6862766755014483,-1.2986513745844457,-1.298651374584446,-1.2986513745844463,-0.8895514461796131,-0.889551446179613,-1.5172039043593486,-1.5172039043593484,-1.0770367804054453,-1.0770367804054455,-1.0770367804054457,-0.8177953670226455,-0.8177953670226458,1.078726612467425,1.0787266124674253,1.0787266124674255,1.0787266124674249,0.8991810398216354,0.8991810398216352,0.8991810398216354,1.187744702863888,1.1877447028638886,-0.057116026433756975,-0.05711602643375697,-0.05711602643375696,-0.05711602643375698,-0.05711602643375695,0.08475361120116381,0.08475361120116379,0.08475361120116379,0.08475361120116381,0.08475361120116383,0.8868111736010491,0.8615596855480316,0.4729456255582014,0.47294562555820135,0.47294562555820135,0.47294562555820113,0.47294562555820147,0.47294562555820135,0.4729456255582012,0.4729456255582013,0.4729456255582014,0.47294562555820135,0.47294562555820147,1.0359199602514,0.14310971761656,0.14310971761656,0.14310971761656,0.14310971761656,0.14310971761656,0.14310971761656,0.14310971761656,0.3658124953253346,0.3658124953253346,0.36581249532533466,0.36581249532533466,0.36581249532533466,0.36581249532533466,0.3658124953253346,0.36581249532533466,0.3658124953253346,0.3658124953253346,0.36581249532533466,0.36581249532533466,0.36581249532533466,0.36581249532533466,0.3658124953253346,0.36581249532533466,0.3658124953253346,0.3658124953253346,0.36581249532533466,0.36581249532533466,0.36581249532533466,0.3658124953253346,0.3658124953253347,0.3658124953253346,-0.027225484330877542,-0.027225484330877542,-0.027225484330877542,-0.027225484330877542
2022-01-31,-0.23717517583215658,-0.23717517583215658,-1.2985317981031115,-1.298531798103112,-1.8930144610180193,-1.8930144610180193,-1.89301446101802,-1.4956004343717793,-1.4956004343717793,-2.105751033288044,-2.1057510332880436,-1.677598809626587,-1.677598809626587,-1.6775988096265873,-1.4260042863990146,-1.426004286399015,0.40040867845870703,0.4004086784587071,0.40040867845870715,0.400408678458707,0.22864682991797364,0.2286468299179736,0.22864682991797364,0.5045751643793838,0.5045751643793839,-0.6903400013738396,-0.6903400013738396,-0.6903400013738394,-0.6903400013738399,-0.6903400013738393,-0.5535795248175962,-0.5535795248175962,-0.5535795248175962,-0.5535795248175963,-0.5535795248175963,0.21680386046788644,0.19262424438160722,-0.18011448413152023,-0.18011448413152023,-0.1801144841315202,-0.18011448413152015,-0.18011448413152023,-0.1801144841315202,-0.18011448413152018,-0.1801144841315202,-0.18011448413152023,-0.18011448413152023,-0.18011448413152026,0.3594810083897813,-0.49736691831250535,-0.49736691831250546,-0.49736691831250546,-0.49736691831250535,-0.49736691831250535,-0.49736691831250535,-0.49736691831250535,-0.2830722981475024,-0.2830722981475024,-0.28307229814750245,-0.28307229814750245,-0.28307229814750245,-0.28307229814750245,-0.2830722981475024,-0.28307229814750245,-0.2830722981475024,-0.2830722981475024,-0.28307229814750245,-0.28307229814750245,-0.28307229814750245,-0.28307229814750245,-0.2830722981475024,-0.28307229814750245,-0.2830722981475024,-0.2830722981475024,-0.28307229814750245,-0.28307229814750245,-0.28307229814750245,-0.2830722981475024,-0.2830722981475025,-0.2830722981475024,-0.6615139751053734,-0.6615139751053732,-0.6615139751053734,-0.6615139751053734
2022-02-01,-0.1786995403145744,-0.1786995403145744,-1.4745051540929115,-1.474505154092912,-2.0703312153881455,-2.0703312153881455,-2.070331215388146,-1.6719362630052497,-1.6719362630052497,-2.283730569727311,-2.2837305697273105,-1.854342336460936,-1.8543423364609362,-1.8543423364609364,-1.6022027307718063,-1.6022027307718067,0.22415830763427064,0.22415830763427064,0.22415830763427066,0.22415830763427055,0.052702138388507985,0.05270213838850798,0.052702138388507985,0.3281088019533003,0.32810880195330044,-0.8657116811056672,-0.8657116811056671,-0.865711681105667,-0.8657116811056673,-0.8657116811056668,-0.728923400520407,-0.728923400520407,-0.728923400520407,-0.7289234005204072,-0.7289234005204074,0.040877933044759084,0.01673570192422831,-0.35558365804064485,-0.3555836580406448,-0.3555836580406448,-0.35558365804064473,-0.3555836580406449,-0.3555836580406448,-0.35558365804064473,-0.3555836580406448,-0.35558365804064485,-0.3555836580406448,-0.3555836580406449,0.18330917376952258,-0.6727108150771498,-0.6727108150771499,-0.6727108150771498,-0.6727108150771498,-0.6727108150771498,-0.6727108150771498,-0.6727108150771498,-0.4584774968448919,-0.4584774968448919,-0.458477496844892,-0.458477496844892,-0.458477496844892,-0.458477496844892,-0.4584774968448919,-0.458477496844892,-0.4584774968448919,-0.4584774968448919,-0.458477496844892,-0.45847749684489203,-0.45847749684489203,-0.458477496844892,-0.458477496844892,-0.458477496844892,-0.458477496844892,-0.4584774968448919,-0.45847749684489203,-0.458477496844892,-0.458477496844892,-0.4584774968448919,-0.45847749684489203,-0.458477496844892,-0.836876511038856,-0.836876511038856,-0.836876511038856,-0.836876511038856
2022-02-02,-0.11072867519072832,-0.11072867519072832,-1.4033205990366864,-1.68605655166319,-2.283637377415081,-2.283637377415081,-2.2836373774150815,-1.8839693131655295,-1.8839693131655295,-2.497884788098566,-2.4978847880985655,-2.066908237400802,-2.0669082374008023,-2.0669082374008023,-1.8140543750776372,-1.8140543750776377,0.012673151386375663,0.012673151386375665,0.012673151386375666,0.012673151386375661,-0.15845750741486864,-0.1584575074148686,-0.15845750741486864,0.11638976700874987,0.11638976700874992,-1.0763991130338397,-1.0763991130338397,-1.0763991130338393,-1.07639911303384,-1.0763991130338393,-0.9395457119341163,-0.9395457119341162,-0.9395457119341162,-0.9395457119341164,-0.9395457119341165,-0.1702620258597515,-0.1943651664043039,-0.566269301696224,-0.5662693016962239,-0.5662693016962238,-0.5662693016962237,-0.566269301696224,-0.5662693016962238,-0.5662693016962238,-0.5662693016962238,-0.566269301696224,-0.5662693016962239,-0.566269301696224,-0.028091627602680344,-0.8833200916948282,-0.8833200916948283,-0.8833200916948283,-0.8833200916948282,-0.8833200916948282,-0.8833200916948282,-0.8833200916948282,-0.6691104394271767,-0.6691104394271767,-0.6691104394271767,-0.6691104394271767,-0.6691104394271767,-0.6691104394271767,-0.6691104394271767,-0.6691104394271767,-0.6691104394271767,-0.6691104394271767,-0.6691104394271767,-0.6691104394271767,-0.6691104394271767,-0.6691104394271767,-0.6691104394271767,-0.6691104394271767,-0.6691104394271767,-0.6691104394271767,-0.6691104394271767,-0.6691104394271767,-0.6691104394271767,-0.6691104394271767,-0.6691104394271769,-0.6691104394271767,-1.0475462777174924,-1.0475462777174922,-1.0475462777174924,-1.0475462777174924
